ID,Link,Name,Brand,DiscountedPrice,DiscountedPercent,SoldQuantity,BatteryCapacity,FrontCamera,BackCamera,GPU,ChargingPort,RAM,Resolution,ROM,ScreenSize,WarrantyDuration,Rating,NumberOfReview,Description
329149,https://www.thegioididong.com/dtdd/iphone-16-pro-max,Điện thoại iPhone 16 Pro Max 256GB,iPhone (Apple),30590000.0,-12%,"• Đã bán 18,4k",33 giờ,12 MP,"Chính 48 MP & Phụ 48 MP, 12 MP",Apple GPU 6 nhân,Type-C,8 GB,Super Retina XDR (1320 x 2868 Pixels),256 GB,6.9,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,129 đánh giá,NaN
328306,https://www.thegioididong.com/dtdd/oppo-reno12-f-4g-8gb-256gb,Điện thoại OPPO Reno12 F 8GB/256GB,OPPO,8490000.0,NaN,"• Đã bán 18,6k",5000 mAh,32 MP,"Chính 50 MP & Phụ 8 MP, 2 MP",Adreno 610,Type-C,8 GB,Full HD+ (1080 x 2400 Pixels),256 GB,6.67,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,15 đánh giá,"OPPO Reno12 F 4G kết hợp hài hòa giữa công nghệ hiện đại và thiết kế tinh tế. Màn hình AMOLED cùng với AI thông minh tạo nên một tổng thể hoàn hảo, đáp ứng mọi nhu cầu của người dùng. Dung lượng pin lớn đảm bảo bạn luôn kết nối với thế giới xung quanh."
320734,https://www.thegioididong.com/dtdd/xiaomi-redmi-a3,Điện thoại Xiaomi Redmi A3 3GB/64GB,Xiaomi,2490000.0,NaN,"• Đã bán 181,5k",5000 mAh,5 MP,Chính 8 MP & Phụ 0.08 MP,IMG PowerVR GE8320,Type-C,3 GB,HD+ (720 x 1650 Pixels),64 GB,6.71,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,35 đánh giá,"Xiaomi Redmi A3 là một sản phẩm giá rẻ vừa được Xiaomi ra mắt trong dịp đầu năm 2024, máy nổi trội nhờ có mức giá tốt nhưng lại sở hữu một vài điểm nổi bật. Đặc biệt, máy tích hợp viên pin 5000 mAh, có màn hình lớn 6.71 inch và có thêm tần số quét 90 Hz."
334969,https://www.thegioididong.com/dtdd/tecno-spark-30,Điện thoại Tecno Spark 30 8GB/128GB,Tecno,3590000.0,-7%,• Đã bán 196,5000 mAh,13 MP,Chính 64 MP & Phụ 2 MP,NaN,Type-C,NaN,Full HD+ (1080 x 2460 Pixels),NaN,6.78,Bảo hành chính hãng điện thoại 13 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,2 đánh giá,NaN
335915,https://www.thegioididong.com/dtdd/samsung-galaxy-a26-6gb-128gb,Điện thoại Samsung Galaxy A26 5G 6GB/128GB,Samsung,6290000.0,-4%,• Đã bán 1k,5000 mAh,13 MP,"Chính 50 MP & Phụ 8 MP, 2 MP",Mali-G68,Type-C,6 GB,Full HD+ (1080 x 2340 Pixels),128 GB,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5,2 đánh giá,"Samsung Galaxy A26 6GB/128GB trang bị màn hình 120 Hz mượt mà, chip Exynos 1380 mạnh mẽ và camera 50 MP OIS sắc nét, giúp ghi lại hình ảnh sống động. Máy có thiết kế hiện đại, pin 5000 mAh bền bỉ, sạc nhanh 25W và đạt chuẩn kháng nước, bụi IP67, mang đến sự bền bỉ và tiện lợi cho người dùng năng động."
333347,https://www.thegioididong.com/dtdd/samsung-galaxy-s25-ultra,Điện thoại Samsung Galaxy S25 Ultra 5G 12GB/256GB,Samsung,28990000.0,-14%,"• Đã bán 2,4k",5000 mAh,12 MP,"Chính 200 MP & Phụ 50 MP, 50 MP, 10 MP",Adreno 830,Type-C,12 GB,2K+ (1440 x 3120 Pixels),256 GB,6.9,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,14 đánh giá,"Samsung đã chính thức trình làng mẫu smartphone cao cấp mới mang tên Samsung Galaxy S25 Ultra. Đây là mẫu sản phẩm được kỳ vọng là “danh mục” chiến lược của Samsung trong năm 2025, hứa hẹn tiếp tục đẩy mạnh vị thế dẫn đầu của hãng trong ngành công nghiệp di động với thiết kế thẩm mỹ, cấu hình và trợ năng AI đỉnh cao."
322129,https://www.thegioididong.com/dtdd/oppo-find-x8-pro,Điện thoại OPPO Find X8 Pro 5G 16GB/512GB,OPPO,29990000.0,NaN,"• Đã bán 2,6k",5910 mAh,32 MP,4 camera 50 MP,ARM Immortalis G925 MC12,Type-C,16 GB,1.5K+ (1264 x 2780 Pixels),512 GB,6.78,Bảo hành chính hãng điện thoại 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,3 đánh giá,"OPPO Find X8 Pro bước vào phân khúc cao cấp với thiết kế viền siêu mỏng, vỏ nhôm sang trọng, khả năng chống nước và bụi vượt trội. Máy còn được nâng cấp về camera, hiệu suất mạnh mẽ và thời lượng pin ấn tượng, mang đến trải nghiệm đáng giá."
335755,https://www.thegioididong.com/dtdd/xiaomi-redmi-13x-6gb-128gb,Điện thoại Xiaomi Redmi 13x 6GB/128GB,Xiaomi,4290000.0,NaN,"• Đã bán 2,7k",5030 mAh,13 MP,Chính 108 MP & Phụ 2 MP,Mali-G52 MC2,Type-C,6 GB,Full HD+ (1080 x 2460 Pixels),128 GB,6.79,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,5 đánh giá,"Xiaomi Redmi 13x 6GB mang đến trải nghiệm toàn diện với hiệu năng mạnh mẽ, thiết kế tinh tế và camera 108 MP ấn tượng. Viên pin 5030 mAh cho thời gian sử dụng dài lâu, trong khi màn hình sắc nét và cấu hình tối ưu đảm bảo mọi tác vụ đều mượt mà. Đây là lựa chọn tuyệt vời cho những ai muốn sở hữu một chiếc smartphone chất lượng mà vẫn tiết kiệm chi phí."
331204,https://www.thegioididong.com/dtdd/samsung-galaxy-a16-5g,Điện thoại Samsung Galaxy A16 5G 8GB/256GB,Samsung,6790000.0,NaN,"• Đã bán 2,7k",5000 mAh,13 MP,"Chính 50 MP & Phụ 5 MP, 2 MP",Mali-G57,Type-C,8 GB,Full HD+ (1080 x 2340 Pixels),256 GB,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5,33 đánh giá,"Samsung Galaxy A16 5G là lựa chọn hoàn hảo cho những ai tìm kiếm sự kết hợp giữa hiệu năng mạnh mẽ và thiết kế thời thượng. Với màn hình Super AMOLED sắc nét, chip MediaTek Dimensity 6300 5G cùng RAM 8GB, Galaxy A16 5G không chỉ mang đến trải nghiệm giải trí và công việc tối ưu mà còn bền bỉ, an toàn cho dữ liệu cá nhân."
303891,https://www.thegioididong.com/dtdd/iphone-15-plus,Điện thoại iPhone 15 Plus 128GB,iPhone (Apple),19390000.0,-15%,"• Đã bán 207,1k",4383 mAh,12 MP,Chính 48 MP & Phụ 12 MP,Apple GPU 5 nhân,Type-C,6 GB,Super Retina XDR (1290 x 2796 Pixels),128 GB,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,49 đánh giá,NaN
328449,https://www.thegioididong.com/dtdd/oppo-a3x-4gb-64gb,Điện thoại OPPO A3x 4GB/64GB,OPPO,3490000.0,NaN,"• Đã bán 22,9k",5100 mAh,5 MP,Chính 8 MP & Cảm biến Flicker,Adreno 610,Type-C,4 GB,HD+ (720 x 1604 Pixels),64 GB,6.67,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,53 đánh giá,"OPPO A3x 4GB/64GB không chỉ sở hữu thiết kế bền bỉ mà còn nổi bật với màn hình sáng rực rỡ, cùng sự mạnh mẽ từ chip Snapdragon đời mới. Với pin dung lượng 5100 mAh, khả năng kháng nước và sạc nhanh 45W, cộng thêm camera thông minh, thiết bị này sẵn sàng đáp ứng trọn vẹn mọi nhu cầu hằng ngày của bạn."
327258,https://www.thegioididong.com/dtdd/honor-x6b-6gb-128gb,Điện thoại HONOR X6b 6GB/128GB Tím,HONOR,3890000.0,NaN,"• Đã bán 22,9k",5200 mAh,5 MP,Chính 50 MP & Phụ 2 MP,Mali-G52 MC2,Type-C,6 GB,HD+ (720 x 1612 Pixels),128 GB,6.56,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,8 đánh giá,"HONOR X6b 6GB/128GB Tím là chiếc điện thoại thông minh nổi bật trong phân khúc giá rẻ, với sự kết hợp giữa hiệu năng mạnh mẽ, camera AI 50 MP sắc nét và pin dung lượng lớn 5200 mAh. Thiết kế hiện đại cùng nhiều tính năng tiện ích giúp HONOR X6b mang lại trải nghiệm tuyệt vời cho người dùng."
335955,https://www.thegioididong.com/dtdd/samsung-galaxy-s25-edge-5g-512gb,Điện thoại Samsung Galaxy S25 Edge 5G 12GB/512GB,Samsung,33490000.0,NaN,• Đã bán 22k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9,NaN,NaN
334844,https://www.thegioididong.com/dtdd/xiaomi-15-ultra-trang,Điện thoại Xiaomi 15 Ultra 5G 16GB/512GB Trắng,Xiaomi,32990000.0,-5%,"• Đã bán 232,4k",5410 mAh,32 MP,"Chính 50 MP & Phụ 200 MP, 50 MP, 50 MP",Adreno 830,Type-C,16 GB,2K+ (1440 x 3200 Pixels),512 GB,6.73,Bảo hành chính hãng điện thoại 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,NaN,"Trong những năm gần đây, dòng Ultra của Xiaomi đã trở thành biểu tượng của công nghệ tiên tiến và thiết kế cao cấp. Với sự thành công của phiên bản trước, Xiaomi 15 Ultra Trắng đã được kế thừa và nâng cấp về màn hình, hiệu năng và hệ thống camera."
329865,https://www.thegioididong.com/dtdd/tecno-spark-go-1,Điện thoại Tecno Spark GO 1 3GB/64GB,Tecno,1990000.0,-9%,"• Đã bán 24,3k",5000 mAh,8 MP,Chính 13 MP & Phụ AI,NaN,Type-C,3 GB,HD+ (720 x 1600 Pixels),64 GB,6.67,Bảo hành chính hãng điện thoại 13 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,38 đánh giá,"Tecno Spark GO 1 là chiếc smartphone nổi bật với màn hình lớn 6.67 inch, tần số quét 120 Hz, loa kép DTS mang đến âm thanh sống động và viên pin 5000 mAh bền bỉ. Với thiết kế tinh tế, kháng nước và bụi chuẩn IP54, cùng hiệu năng ổn định, sản phẩm này hứa hẹn đáp ứng nhu cầu sử dụng hàng ngày một cách mượt mà."
240259,https://www.thegioididong.com/dtdd/iphone-14,Điện thoại iPhone 14 128GB,iPhone (Apple),12690000.0,-29%,• Đã bán 243k,3279 mAh,12 MP,2 camera 12 MP,Apple GPU 5 nhân,Lightning,6 GB,Super Retina XDR (1170 x 2532 Pixels),128 GB,6.1,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,147 đánh giá,"iPhone 14 128GB được xem là mẫu smartphone bùng nổ của nhà táo trong năm 2022, ấn tượng với ngoại hình trẻ trung, màn hình chất lượng đi kèm với những cải tiến về hệ điều hành và thuật toán xử lý hình ảnh, giúp máy trở thành cái tên thu hút được đông đảo người dùng quan tâm tại thời điểm ra mắt."
336408,https://www.thegioididong.com/dtdd/vivo-v50-lite-5g,Điện thoại vivo V50 Lite 5G 8GB/256GB,vivo,9990000.0,NaN,• Đã bán 244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN
332234,https://www.thegioididong.com/dtdd/realme-c75-8gb-128gb,Điện thoại realme C75 8GB/128GB,realme,5690000.0,NaN,"• Đã bán 25,4k",6000 mAh,8 MP,Chính 50 MP & Cảm biến Flicker,Adreno 640,Type-C,8 GB,Full HD+ (1080 x 2400 Pixels),128 GB,6.72,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,20 đánh giá,"realme C75 là smartphone nổi bật với pin dung lượng lớn, màn hình 90 Hz mượt mà và chuẩn kháng nước, bụi IP69. Những tính năng này không chỉ giúp trải nghiệm sử dụng mượt mà, mà còn đảm bảo độ bền lâu dài, phù hợp cho người dùng yêu cầu sự bền bỉ và hiệu suất ổn định."
327254,https://www.thegioididong.com/dtdd/vivo-y18-4gb-128gb,Điện thoại vivo Y18 4GB/128GB,vivo,3990000.0,NaN,"• Đã bán 25,4k",5000 mAh,8 MP,Chính 50 MP & Phụ 0.08 MP,Mali-G52,Type-C,4 GB,HD+ (720 x 1612 Pixels),128 GB,6.56,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,2 đánh giá,"vivo Y18 4GB/128GB là một chiếc smartphone từ thương hiệu nổi tiếng, được tối ưu hóa để mang lại trải nghiệm tốt nhất cho người dùng. Với dung lượng pin lớn 5000 mAh và hiệu năng mượt mà, sản phẩm này sẽ đáp ứng nhu cầu của những người dùng khó tính."
311033,https://www.thegioididong.com/dtdd/nokia-105-4g-pro,Điện thoại Nokia 105 4G Pro,Nokia,680000.0,NaN,"• Đã bán 263,4k",1450 mAh,NaN,NaN,NaN,Micro USB,48 MB,QQVGA (120 x 160 Pixels),128 MB,1.77,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,57 đánh giá,"Đi cùng với sự phát triển của những chiếc điện thoại thông minh thì mẫu điện thoại “cục gạch” cũng được các nhà sản xuất trau chuốt. Và Nokia 105 4G Pro mẫu điện thoại phổ thông được Nokia cho ra mắt, máy mang một thiết kế đơn giản, dễ sử dụng, khả năng nghe gọi rõ ràng và thời gian sử dụng dài lâu."
323543,https://www.thegioididong.com/dtdd/oppo-a60-128gb,Điện thoại OPPO A60 8GB/128GB,OPPO,5490000.0,NaN,"• Đã bán 27,8k",5000 mAh,8 MP,Chính 50 MP & Phụ 2 MP,Adreno 610,Type-C,8 GB,HD+ (720 x 1604 Pixels),128 GB,6.67,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,81 đánh giá,"OPPO A60 là một chiếc điện thoại được OPPO ra mắt trong thời gian gần đây. Với thiết kế vượt trội, màn hình chất lượng và các tính năng ấn tượng, OPPO A60 hứa hẹn mang đến cho người dùng trải nghiệm sử dụng độc đáo và đáng nhớ."
329676,https://www.thegioididong.com/dtdd/nokia-hmd-105-4g,Điện thoại Nokia HMD 105 4G,Nokia,650000.0,NaN,"• Đã bán 279,5k",1450 mAh,NaN,NaN,NaN,Type-C,NaN,QQVGA (120 x 160 Pixels),128 MB,2.4,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,17 đánh giá,"Trong bối cảnh mạng 2G đang dần bị loại bỏ và nhiều người vẫn chưa quen với các smartphone hiện đại, Nokia HMD 105 4G chính là giải pháp hợp lý. Đây là chiếc điện thoại phổ thông, vừa giữ được sự quen thuộc với bàn phím T9 cổ điển, vừa hỗ trợ mạng 4G để đảm bảo kết nối thông suốt trong thời kỳ chuyển đổi số."
336623,https://www.thegioididong.com/dtdd/realme-14-5g,Điện thoại realme 14 5G 12GB/256GB,realme,10490000.0,NaN,"• Đã bán 28,7k",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9,NaN,NaN
319665,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-256gb-5g,Điện thoại Samsung Galaxy S24 5G 8GB/256GB,Samsung,15990000.0,-23%,"• Đã bán 29,4k",4000 mAh,12 MP,"Chính 50 MP & Phụ 12 MP, 10 MP",Xclipse 940,Type-C,8 GB,Full HD+ (1080 x 2340 Pixels),256 GB,6.2,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,51 đánh giá,"Trong sự kiện Unpacked 2024 diễn ra vào ngày 18/01, Samsung đã chính thức ra mắt chiếc điện thoại Samsung Galaxy S24. Sản phẩm này mang đến nhiều cải tiến độc đáo, bao gồm việc sử dụng chip mới của Samsung, tích hợp nhiều tính năng thông minh sử dụng trí tuệ nhân tạo và cải thiện đáng kể hiệu suất chụp ảnh từ hệ thống camera."
304608,https://www.thegioididong.com/dtdd/mobell-f309,Điện thoại Mobell F309 4G,Mobell,760000.0,NaN,"• Đã bán 29,7k",1600 mAh,NaN,0.08 MP,NaN,Micro USB,48 MB,QVGA (240 x 320 Pixels),128 MB,2.31,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,62 đánh giá,"Chiếc điện thoại Mobell F309 là sự lựa chọn phù hợp cho khách hàng đang tìm kiếm một thiết bị di động nhỏ gọn để liên lạc, hỗ trợ mạng di động 4G VoLTE và có thể sử dụng hai SIM nano giúp cho nhu cầu liên lạc bằng việc nghe gọi/nhắn tin được đáp ứng tốt."
325800,https://www.thegioididong.com/dtdd/xiaomi-redmi-13-6gb-128gb,Điện thoại Xiaomi Redmi 13 6GB/128GB,Xiaomi,4290000.0,NaN,• Đã bán 2k,5030 mAh,13 MP,Chính 108 MP & Phụ 2 MP,Mali-G52 MC2,Type-C,6 GB,Full HD+ (1080 x 2460 Pixels),128 GB,6.79,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,89 đánh giá,"Xiaomi Redmi 13 6GB/128GB hứa hẹn sẽ là thiết bị smartphone giá rẻ gây bão tiếp theo của nhà Xiaomi với thiết kế mặt lưng kính cao cấp cùng bộ thông số ấn tượng như camera 108 MP, viên pin 5030 mAh, tần số quét 90 Hz, hiệu năng mạnh mẽ,... mang đến khả năng sử dụng hiệu quả cho người dùng với mức giá hợp lý."
322996,https://www.thegioididong.com/dtdd/vivo-y03,Điện thoại vivo Y03 4GB/128GB,vivo,3290000.0,NaN,• Đã bán 2k,5000 mAh,5 MP,Chính 13 MP & Phụ 0.08 MP,Mali-G52,Type-C,4 GB,HD+ (720 x 1612 Pixels),128 GB,6.56,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5,15 đánh giá,"vivo Y03 tiếp tục là một mẫu điện thoại giá rẻ được vivo ra mắt tại thị trường Việt Nam. Sản phẩm lần này mang đến một diện mạo đẹp mắt hơn các phiên bản trước đó, tiếp đến là cấu hình nâng cấp cùng viên pin lớn 5000 mAh."
320731,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-plus,Điện thoại Xiaomi Redmi Note 14 Pro+ 5G 8GB/256GB,Xiaomi,10690000.0,NaN,"• Đã bán 3,4k",5110 mAh,20 MP,"Chính 200 MP & Phụ 8 MP, 2 MP",Đang cập nhật,Type-C,8 GB,1.5K (1220 x 2712 Pixels),256 GB,6.67,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,22 đánh giá,"Xiaomi khởi đầu năm mới tại Việt Nam với Redmi Note 14 Series, nổi bật là Redmi Note 14 Pro Plus. Máy sở hữu màn hình 3000 nits, chip Snapdragon 7s Gen 3 mạnh mẽ và hệ thống tản nhiệt hiện đại, mang lại trải nghiệm ấn tượng cho cả làm việc lẫn giải trí."
332937,https://www.thegioididong.com/dtdd/oppo-reno13-pro-5g,Điện thoại OPPO Reno13 Pro 5G 12GB/512GB,OPPO,18490000.0,NaN,"• Đã bán 3,5k",5800 mAh,50 MP,"Chính 50 MP & Phụ 50 MP, 8 MP",Mali-G615,Type-C,12 GB,1.5K (1272 x 2800 Pixels),512 GB,6.83,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,8 đánh giá,"OPPO Reno13 Pro 5G một sản phẩm nổi bật mới của nhà OPPO, hướng đến người dùng yêu thích chụp ảnh và chơi game. Sở hữu nhiều tính năng chụp đa dạng cùng viên pin lớn và chip xử lý hiện đại, chiếc điện thoại này sẽ thu hút sự chú ý của người dùng ngay từ ánh nhìn đầu tiên."
281570,https://www.thegioididong.com/dtdd/iphone-15,Điện thoại iPhone 15 128GB,iPhone (Apple),15890000.0,-20%,"• Đã bán 3,7k",3349 mAh,12 MP,Chính 48 MP & Phụ 12 MP,Apple GPU 5 nhân,Type-C,6 GB,Super Retina XDR (1179 x 2556 Pixels),128 GB,6.1,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,69 đánh giá,NaN
302953,https://www.thegioididong.com/dtdd/oppo-find-n3,Điện thoại OPPO Find N3 5G 16GB/512GB,OPPO,30990000.0,-31%,"• Đã bán 3,8k",4805 mAh,Trong: 20 MP & Ngoài: 32 MP,"Chính 48 MP & Phụ 48 MP, 64 MP",Adreno 740,Type-C,16 GB,Chính: 2K+ (2268 x 2440 Pixels) & Phụ: FHD+ (1116 x 2484 Pixels),512 GB,Chính 7.82,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,NaN,"OPPO chính thức giới thiệu sản phẩm OPPO Find N3 5G, một chiếc điện thoại thông minh với thiết kế gập ngang hoàn toàn hiện đại và đẳng cấp, nổi bật với camera và hiệu năng đứng đầu. Đây là một bước đột phá của OPPO trong việc kết hợp sự tiện ích và thẩm mỹ tối ưu, đem lại trải nghiệm độc đáo cho người dùng."
335583,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-5g,Điện thoại Xiaomi Redmi Note 14 5G 8GB/256GB,Xiaomi,7290000.0,NaN,"• Đã bán 3,9k",5110 mAh,20 MP,"Chính 108 MP & Phụ 8 MP, 2 MP",IMG BXM-8-256,Type-C,8 GB,Full HD+ (1080 x 2400 Pixels),256 GB,6.67,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,1 đánh giá,"Xiaomi Redmi Note 14 5G là chiếc smartphone toàn diện với màn hình AMOLED 6.67 inch, tần số quét 120 Hz, vi xử lý MediaTek Dimensity 7025-Ultra và RAM 8 GB, đảm bảo hiệu năng mạnh mẽ. Camera chính 108 MP hỗ trợ OIS giúp chụp ảnh sắc nét, trong khi viên pin 5110 mAh cùng sạc nhanh 45W mang đến thời gian sử dụng bền bỉ."
329840,https://www.thegioididong.com/dtdd/itel-it9310,Điện thoại Itel it9310,Itel,560000.0,-13%,"• Đã bán 3,9k",2000 mAh,NaN,0.08 MP,NaN,Type-C,16 MB,Hãng không công bố,16 MB,3,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,19 đánh giá,"Itel it9310 là một mẫu điện thoại phổ thông nổi bật trong phân khúc giá rẻ. Điểm đặc biệt của chiếc máy này là khả năng kết nối mạng di động 4G, mang lại sự linh hoạt đáng kể cho người dùng cơ bản. Itel it9310 hướng đến những ai cần một thiết bị liên lạc đơn giản, bền bỉ nhưng vẫn đáp ứng nhu cầu kết nối hiện đại."
331512,https://www.thegioididong.com/dtdd/honor-x7c,Điện thoại HONOR X7c 8GB/256GB,HONOR,5290000.0,-3%,• Đã bán 30k,6000 mAh,8 MP,Chính 108 MP & Phụ 2 MP,Adreno 610,Type-C,8 GB,HD+ (720 x 1610 Pixels),256 GB,6.77,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,10 đánh giá,"HONOR X7c là smartphone dành cho người dùng muốn sở hữu thiết bị bền bỉ, hiệu năng cao và thiết kế thanh lịch. Sản phẩm mang đến trải nghiệm tối ưu nhờ màn hình lớn, pin dung lượng cao, hiệu suất mạnh mẽ và khả năng chụp ảnh chất lượng cao, đáp ứng mọi nhu cầu sử dụng hằng ngày."
328752,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-4gb-64gb,Điện thoại Samsung Galaxy A06 4GB/64GB,Samsung,3090000.0,-3%,"• Đã bán 32,5k",5000 mAh,8 MP,Chính 50 MP & Phụ 2 MP,Mali-G52,Type-C,4 GB,HD+ (720 x 1600 Pixels),64 GB,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,18 đánh giá,"Samsung Galaxy A06 4GB/64GB mang đến sự kết hợp hoàn hảo giữa thiết kế tinh tế, hiệu năng mạnh mẽ và bảo mật cao cấp. Với màn hình 6.7 inch, camera 50 MP, pin bền bỉ cùng nhiều cải tiến vượt trội, Galaxy A06 là lựa chọn lý tưởng cho mọi nhu cầu sử dụng hằng ngày."
333281,https://www.thegioididong.com/dtdd/realme-note-60x-4gb,Điện thoại realme Note 60x 4GB/64GB,realme,2990000.0,NaN,"• Đã bán 34,8k",5000 mAh,5 MP,8 MP,Mali-G57,Type-C,4 GB,HD+ (720 x 1600 Pixels),64 GB,6.74,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,2 đánh giá,"realme Note 60x 4GB là chiếc smartphone hoàn hảo với thiết kế bền bỉ, màn hình IPS LCD 90 Hz sắc nét, viên pin 5000 mAh kéo dài cả ngày và hiệu năng mạnh mẽ. Máy đáp ứng tốt cả công việc lẫn giải trí, phù hợp cho mọi nhu cầu sử dụng hàng ngày."
322877,https://www.thegioididong.com/dtdd/masstel-izi-t6,Điện thoại Masstel IZI T6 4G,Masstel,500000.0,NaN,"• Đã bán 35,1k",1800 mAh,NaN,NaN,NaN,Type-C,48 MB,QVGA (240 x 320 Pixels),128 MB,2.4,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,26 đánh giá,"Trong thời đại smartphone ngày càng trở nên phổ biến, Masstel IZI T6 4G như làn gió mới cho những ai mong muốn trở về với sự đơn giản, tiện ích trong sử dụng hằng ngày. Điện thoại là sự lựa chọn lý tưởng cho nhóm khách hàng có nhu cầu cơ bản như nghe gọi và nhắn tin, đặc biệt phù hợp với người lớn tuổi."
329330,https://www.thegioididong.com/dtdd/realme-note-60,Điện thoại realme Note 60 6GB/128GB,realme,3790000.0,NaN,"• Đã bán 36,4k",5000 mAh,5 MP,Chính 32 MP & Cảm biến Flicker,Mali-G57,Type-C,6 GB,HD+ (720 x 1600 Pixels),128 GB,6.745,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,1 đánh giá,"realme Note 60 là smartphone giá rẻ nổi bật với màn hình IPS LCD sắc nét, vi xử lý mạnh mẽ, pin bền bỉ và thiết kế hiện đại. Máy mang đến trải nghiệm mượt mà với nhiều tính năng đáp ứng tốt nhu cầu sử dụng hằng ngày của người dùng."
