ID,Link,Name,Brand,DiscountedPrice,DiscountedPercent,SoldQuantity,BatteryCapacity,FrontCamera,BackCamera,GPU,ChargingPort,RAM,Resolution,ROM,ScreenSize,WarrantyDuration,Rating,NumberOfReview,Description
334968,https://www.thegioididong.com/dtdd/tecno-spark-30-5g,Điện thoại Tecno Spark 30 5G 6GB/128GB,Tecno,4090000.0,-8%,• Đã bán 362,5000 mAh,8 MP,Chính: 108 MP & Phụ: Cảm biến ánh sáng,Mali-G57,Type-C,6 GB,HD+ (720 x 1600 Pixels),128 GB,6.67,Bảo hành chính hãng điện thoại 13 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,NaN,"Tecno Spark 30 5G là mẫu điện thoại 5G đáng chú ý trong phân khúc giá rẻ, cung cấp hiệu năng ổn định và các tính năng giải trí phù hợp nhu cầu phổ thông. Thiết kế hiện đại, tốc độ xử lý mượt và mức giá hợp lý khiến thiết bị trở thành lựa chọn cân bằng cho người dùng không muốn đầu tư quá nhiều vào smartphone."
207956,https://www.thegioididong.com/dtdd/nokia-220-4g,Điện thoại Nokia 220 4G,Nokia,990000.0,NaN,"• Đã bán 38,8k",1450 mAh,NaN,NaN,NaN,Type-C,64 MB,QVGA (240 x 320 Pixels),128 MB,2.8,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,44 đánh giá,"Nokia 220 4G là chiếc điện thoại phổ thông có một thiết kế bền bỉ, nhẹ nhàng và hiện đại. Với màn hình 2.8 inch rõ nét, hỗ trợ 4G VoLTE cho chất lượng cuộc gọi cao, cùng nhiều tiện ích thông minh, đây chính là lựa chọn đáng giá cho mọi nhu cầu liên lạc hằng ngày."
321892,https://www.thegioididong.com/dtdd/oppo-reno12-5g-12gb-256gb-hong,Điện thoại OPPO Reno12 5G 12GB/256GB Hồng,OPPO,9190000.0,-29%,• Đã bán 398,5000 mAh,32 MP,"Chính 50 MP & Phụ 8 MP, 2 MP",Mali-G615,Type-C,12 GB,Full HD+ (1080 x 2412 Pixels),256 GB,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5,7 đánh giá,"Với thiết kế trẻ trung, hiện đại hòa quyện cùng khả năng AI thông minh, OPPO Reno12 Hồng mang đến một hiệu năng mạnh mẽ đáng kinh ngạc. Những ai yêu thích sự đổi mới và muốn tận hưởng công nghệ tiên tiến chắc chắn sẽ không thể bỏ qua sản phẩm này."
332935,https://www.thegioididong.com/dtdd/oppo-reno13-f,Điện thoại OPPO Reno13 F 8GB/256GB,OPPO,8990000.0,NaN,"• Đã bán 4,1k",5800 mAh,32 MP,"Chính 50 MP & Phụ 8 MP, 2 MP",Mali-G57 MC2,Type-C,8 GB,Full HD+ (1080 x 2400 Pixels),256 GB,6.67,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,4 đánh giá,"OPPO Reno13 F nổi bật với thiết kế đẹp, chip MediaTek Helio G100 mạnh mẽ, màn hình AMOLED mượt và chuẩn kháng nước IP66, IP68, IP69. Máy tích hợp các tính năng AI, đáp ứng tốt nhu cầu công việc và giải trí hàng ngày."
334930,https://www.thegioididong.com/dtdd/samsung-galaxy-a36,Điện thoại Samsung Galaxy A36 5G 12GB/256GB,Samsung,9690000.0,-5%,"• Đã bán 4,2k",5000 mAh,12 MP,"Chính 50 MP & Phụ 8 MP, 5 MP",Adreno 710,Type-C,12 GB,Full HD+ (1080 x 2340 Pixels),256 GB,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,NaN,"Samsung Galaxy A36 là lựa chọn lý tưởng cho những ai tìm kiếm một smartphone mạnh mẽ và thiết kế sang trọng. Màn hình Super AMOLED 6.7 inch sắc nét, vi xử lý Snapdragon 6 Gen 3 mượt mà, cùng tính năng AI thông minh giúp bạn sử dụng hiệu quả và tiện lợi. Thiết kế nguyên khối với khung nhựa và mặt lưng kính mang đến cảm giác thoải mái suốt cả ngày."
334226,https://www.thegioididong.com/dtdd/vivo-y29-8gb-128gb,Điện thoại vivo Y29 8GB/128GB,vivo,6890000.0,NaN,"• Đã bán 4,2k",6500 mAh,8 MP,Chính 50 MP & Phụ 2 MP,Adreno 610,Type-C,8 GB,HD+ (720 x 1608 Pixels),128 GB,6.68,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,8 đánh giá,"vivo Y29 kết hợp thiết kế tinh tế, màn hình 120 Hz mượt mà, hiệu năng mạnh mẽ và AI thông minh, mang đến trải nghiệm tối ưu. Với chip Snapdragon 685, camera 50 MP, pin 6500 mAh và sạc nhanh 44W, máy đáp ứng mọi nhu cầu từ công việc đến giải trí."
333359,https://www.thegioididong.com/dtdd/samsung-galaxy-s25-plus,Điện thoại Samsung Galaxy S25 Plus 5G 12GB/256GB,Samsung,22190000.0,-17%,"• Đã bán 4,6k",4900 mAh,12 MP,"Chính 50 MP & Phụ 12 MP, 10 MP",Adreno 830,Type-C,12 GB,2K+ (1440 x 3120 Pixels),256 GB,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,NaN,"Samsung giới thiệu Samsung Galaxy S25 Plus tại sự kiện Unpacked 2025, một siêu phẩm công nghệ với thiết kế đột phá, cấu hình dẫn đầu và cải tiến toàn diện. Galaxy S25 Plus không chỉ đáp ứng mọi nhu cầu công việc, giải trí hay sáng tạo mà còn đặt ra chuẩn mực mới cho dòng smartphone cao cấp."
333770,https://www.thegioididong.com/dtdd/honor-x5b-plus,Điện thoại HONOR X5b Plus 4GB/128GB,HONOR,2790000.0,-6%,• Đã bán 40k,5200 mAh,5 MP,Chính 50 MP & Ống kính phụ,IMG PowerVR GE8320,Type-C,4 GB,HD+ (720 x 1612 Pixels),128 GB,6.56,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,1 đánh giá,"HONOR X5b Plus nổi bật với màn hình 6.56 inch HD+ 90 Hz, chip Helio G36, RAM 4 GB (mở rộng 4 GB), bộ nhớ 128 GB và pin 5200 mAh. Thiết kế hiện đại và camera AI 50MP giúp sản phẩm đáp ứng mọi nhu cầu từ làm việc đến giải trí."
329940,https://www.thegioididong.com/dtdd/xiaomi-14t-pro-5g-12gb-256gb,Điện thoại Xiaomi 14T Pro 5G 12GB/256GB,Xiaomi,15990000.0,-5%,"• Đã bán 42,4k",5000 mAh,32 MP,"Chính 50 MP & Phụ 50 MP, 12 MP",ARM Immortalis-G720 MP12,Type-C,12 GB,1.5K (1220 x 2712 Pixels),256 GB,6.67,Bảo hành chính hãng điện thoại 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,44 đánh giá,"Xiaomi 14T Pro là smartphone mới với sự hợp tác giữa Xiaomi và Leica, hứa hẹn mang đến ảnh sắc nét, nghệ thuật, kể cả trong điều kiện thiếu sáng. Thiết bị nổi bật với màn hình AI thế hệ mới, chip MediaTek Dimensity 9300+ mạnh mẽ và pin bền bỉ, mang lại trải nghiệm mượt mà cho người dùng."
314697,https://www.thegioididong.com/dtdd/mobell-m331,Điện thoại Mobell M331 4G,Mobell,550000.0,NaN,"• Đã bán 44,1k",1000 mAh,NaN,0.08 MP,NaN,Micro USB,48 MB,QVGA (240 x 320 Pixels),128 MB,2.4,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,28 đánh giá,"Mobell M331 chiếc điện thoại phổ thông mới nhất được hãng Mobell tung ra thị trường vào nửa cuối năm 2023. Chiếc điện thoại sẽ phù hợp cho những bạn đang tìm kiếm một sản phẩm với thiết kế nhỏ gọn, âm thanh nghe gọi to rõ và một viên pin trâu."
313306,https://www.thegioididong.com/dtdd/honor-x5-plus,Điện thoại HONOR X5 Plus 4GB/64GB,HONOR,2490000.0,NaN,"• Đã bán 44,2k",5200 mAh,5 MP,Chính 50 MP & Phụ 2 MP,IMG PowerVR GE8320,Type-C,4 GB,HD+ (720 x 1612 Pixels),64 GB,6.56,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,18 đánh giá,"HONOR X5 Plus chính là sự trở lại đầy mạnh mẽ của thương hiệu Honor trên thị trường Việt Nam. Sản phẩm lần này thu hút sự chú ý nhờ viên pin lớn 5200 mAh, camera 50 MP và có giá bán phải chăng phù hợp cho nhiều đối tượng người dùng."
288630,https://www.thegioididong.com/dtdd/mobell-m539,Điện thoại Mobell M539,Mobell,700000.0,NaN,"• Đã bán 44,6k",2000 mAh,NaN,0.08 MP,NaN,Micro USB,48 MB,QVGA (240 x 320 Pixels),128 MB,2.8,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,109 đánh giá,Mobell M539 - chiếc điện thoại phổ thông vừa được ra mắt phù hợp cho ai đang tìm kiếm cho mình một thiết bị nhỏ gọn phục vụ tốt trong việc liên lạc bởi máy có hỗ trợ mạng di động 4G VoLTE cùng khả năng trang bị 2 nano SIM.
331207,https://www.thegioididong.com/dtdd/samsung-galaxy-a16-8gb-128gb,Điện thoại Samsung Galaxy A16 8GB/128GB,Samsung,5390000.0,NaN,"• Đã bán 45,6k",5000 mAh,13 MP,"Chính 50 MP & Phụ 5 MP, 2 MP",Mali-G57,Type-C,8 GB,Full HD+ (1080 x 2340 Pixels),128 GB,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,24 đánh giá,"Samsung Galaxy A16 8GB/128GB là chiếc smartphone vừa đẹp vừa mạnh, phù hợp cho mọi nhu cầu từ giải trí đến công việc. Với thiết kế nhỏ gọn, hiện đại, màn hình lớn, camera rõ nét và pin bền, Galaxy A16 sẽ luôn bên bạn trong các hoạt động hằng ngày, đáp ứng tốt cả khi bạn cần giải trí hay làm việc."
331985,https://www.thegioididong.com/dtdd/vivo-v40-5g,Điện thoại vivo V40 5G 12GB/256GB,vivo,12990000.0,NaN,"• Đã bán 46,1k",5500 mAh,50 MP,2 camera 50 MP,Adreno 720,Type-C,12 GB,1.5K (1260 x 2800 Pixels),256 GB,6.78,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,16 đánh giá,"vivo V40 5G nổi bật với hệ thống camera chất lượng, cho khả năng chụp ảnh ấn tượng ngay cả trong điều kiện thiếu sáng. Đi kèm với viên pin 5500 mAh bền bỉ, màn hình sắc nét và chip xử lý hiệu quả, máy mang đến một trải nghiệm mượt mà."
334168,https://www.thegioididong.com/dtdd/oppo-find-x8-hong,Điện thoại OPPO Find X8 5G 16GB/512GB Hồng,OPPO,21990000.0,-4%,• Đã bán 476,5630 mAh,32 MP,3 camera 50 MP,ARM Immortalis G925 MC12,Type-C,16 GB,1.5K+ (1256 x 2760 Pixels),512 GB,6.59,Bảo hành chính hãng điện thoại 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5,2 đánh giá,"OPPO Find X8 5G 16GB/512GB Hồng có thiết kế khung nhôm nhẹ, bo cong tinh tế và chỉ nặng 193 gram. Máy trang bị màn hình 6.59 inch, tần số quét 120 Hz, độ sáng 1600 nits giúp hiển thị sắc nét. Với chuẩn kháng nước IP69 và pin 5630 mAh bền bỉ, đây là lựa chọn lý tưởng cho mọi nhu cầu."
284122,https://www.thegioididong.com/dtdd/mobell-m239,Điện thoại Mobell M239 4G,Mobell,460000.0,-8%,"• Đã bán 48,5k",1000 mAh,NaN,0.08 MP,NaN,Micro USB,48 MB,QQVGA (128 x 160 Pixels),128 MB,1.77,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,172 đánh giá,"Mobell chính thức trình làng điện thoại phổ thông Mobell M239, mang ưu điểm với một thiết kế gọn gàng và màu sắc trẻ trung."
334970,https://www.thegioididong.com/dtdd/tecno-spark-30c,Điện thoại Tecno Spark 30C 6GB/128GB,Tecno,2990000.0,-9%,"• Đã bán 49,2k",5000 mAh,8 MP,48 MP,Mali-G52 MC2,Type-C,6 GB,HD+ (720 x 1600 Pixels),128 GB,6.67,Bảo hành chính hãng điện thoại 13 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,2 đánh giá,"Tecno Spark 30C mang đến sự kết hợp ấn tượng giữa thiết kế màn hình lớn, camera rõ nét, hiệu năng ổn định và dung lượng lưu trữ vừa đủ. Đây là một lựa chọn đáng cân nhắc cho những ai đang tìm kiếm một chiếc smartphone đáp ứng tốt các nhu cầu hàng ngày như học tập, làm việc và giải trí cơ bản."
329008,https://www.thegioididong.com/dtdd/xiaomi-redmi-14c-6gb-128gb,Điện thoại Xiaomi Redmi 14C 6GB/128GB,Xiaomi,3690000.0,NaN,• Đã bán 490,5160 mAh,13 MP,Chính 50 MP & Phụ QVGA,Mali-G52 MC2,Type-C,6 GB,HD+ (720 x 1640 Pixels),128 GB,6.88,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5,16 đánh giá,"Xiaomi Redmi 14C là lựa chọn hoàn hảo trong phân khúc tầm trung, nổi bật với màn hình sắc nét, hiệu năng mạnh mẽ, thiết kế hiện đại và hệ thống camera linh hoạt. Với dung lượng pin lớn và khả năng sạc nhanh, sản phẩm này đáp ứng tốt nhu cầu sử dụng hằng ngày, mang đến trải nghiệm vượt trội cho người dùng."
319214,https://www.thegioididong.com/dtdd/vivo-v30,Điện thoại vivo V30 5G 12GB/512GB,vivo,12790000.0,-8%,• Đã bán 4k,5000 mAh,50 MP,Chính 50 MP & Phụ 50 MP,Adreno 720,Type-C,12 GB,1.5K (1260 x 2800 Pixels),512 GB,6.78,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,16 đánh giá,"vivo V30 kết hợp thiết kế sang trọng, hiệu suất vượt trội và hệ thống camera đỉnh cao, mang đến trải nghiệm người dùng toàn diện. Với nhiều tính năng tiên tiến và thiết kế tinh tế, vivo V30 5G không chỉ đáp ứng nhu cầu công nghệ hằng ngày mà còn nâng tầm phong cách và tiện nghi cho người dùng."
311034,https://www.thegioididong.com/dtdd/nokia-110-4g-pro,Điện thoại Nokia 110 4G Pro,Nokia,750000.0,NaN,• Đã bán 4k,1450 mAh,NaN,QVGA (320 x 240 pixels),NaN,Micro USB,48 MB,QQVGA (120 x 160 Pixels),128 MB,1.77,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,34 đánh giá,"Nokia 110 4G Pro là một chiếc điện thoại phổ thông nổi bật, được thiết kế tinh tế và sang trọng. Điện thoại cho khả năng bền bỉ trong thời gian dài khiến bạn cảm thấy yên tâm khi sử dụng. Với việc hỗ trợ công nghệ 4G VoLTE, bạn có thể thực hiện cuộc gọi một cách nhanh chóng và ổn định hơn."
324893,https://www.thegioididong.com/dtdd/honor-x8b,Điện thoại HONOR X8b 8GB/512GB,HONOR,7690000.0,NaN,"• Đã bán 5,6k",4500 mAh,50 MP,"Chính 108 MP & Phụ 5 MP, 2 MP",Adreno 610,Type-C,8 GB,Full HD+ (1080 x 2412 Pixels),512 GB,6.7,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,57 đánh giá,"Trên thị trường điện thoại thông minh, HONOR tiếp tục khẳng định vị thế của mình với việc giới thiệu HONOR X8b, một thiết bị không chỉ tuân theo xu hướng thiết kế hiện đại mà còn cung cấp những tính năng nổi bật phục vụ mọi nhu cầu của người dùng."
299998,https://www.thegioididong.com/dtdd/mobell-f209,Điện thoại Mobell F209,Mobell,620000.0,NaN,"• Đã bán 5,9k",1500 mAh,NaN,NaN,NaN,Micro USB,48 MB,QVGA (176 x 220 Pixels),128 MB,2,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,49 đánh giá,"Bên cạnh sự chạy đua về công nghệ trên những mẫu smartphone, thì đâu đó trên thị trường vẫn còn sót lại một vài hãng còn tiếp tục cải tiến và sản xuất những mẫu điện thoại phổ thông với mục tiêu đáp ứng nhu cầu sử dụng cơ bản. Nổi trội trong đó có thể kể đến chiếc Mobell F209 với màn hình to rõ, viên pin lớn cùng công nghệ mạng di động 4G VoLTE."
337741,https://www.thegioididong.com/dtdd/realme-c71,Điện thoại realme C71 4GB/128GB,realme,0,NaN,• Đã bán 512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9,NaN,NaN
326477,https://www.thegioididong.com/dtdd/nokia-3210-4g,Điện thoại Nokia 3210 4G,Nokia,1590000.0,NaN,"• Đã bán 53,5k",1450 mAh,NaN,2 MP,NaN,Type-C,64 MB,QVGA (240 x 320 Pixels),128 MB,2.4,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,20 đánh giá,"Nokia 3210 4G, một biểu tượng trường tồn của hãng Nokia, nay trở lại với vẻ ngoài cải tiến và công nghệ hiện đại. Đây là sự kết hợp giữa thiết kế hoài cổ và những tính năng tiên tiến, đáp ứng mọi nhu cầu cơ bản của người dùng."
321772,https://www.thegioididong.com/dtdd/samsung-galaxy-a35-5g,Điện thoại Samsung Galaxy A35 5G 8GB/256GB,Samsung,8190000.0,-11%,• Đã bán 534,5000 mAh,13 MP,"Chính 50 MP & Phụ 8 MP, 5 MP",Mali-G68 MP5,Type-C,8 GB,Full HD+ (1080 x 2340 Pixels),256 GB,6.6,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5,79 đánh giá,"Samsung Galaxy A35 5G là một trong những dòng điện thoại thông minh tầm trung đáng chú ý của Samsung. Máy sở hữu cho mình một hiệu suất mạnh mẽ, màn hình sắc nét và viên pin lớn, chiếc điện thoại hứa hẹn mang đến trải nghiệm đa dạng và tuyệt vời cho người dùng."
323546,https://www.thegioididong.com/dtdd/masstel-fami-50,Điện thoại Masstel Fami 50 4G,Masstel,600000.0,NaN,"• Đã bán 54,7k",1750 mAh,NaN,NaN,NaN,Type-C,48 MB,QQVGA (128 x 160 Pixels),128 MB,2,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,7 đánh giá,"Bạn đang tìm kiếm một chiếc điện thoại cơ bản, dễ sử dụng, tập trung vào nhu cầu nghe và gọi là chủ yếu. Và Masstel Fami 50 4G tỏa sáng như một lựa chọn đơn giản nhưng mạnh mẽ, thực sự phù hợp với người lớn tuổi hoặc những ai muốn sở hữu một chiếc điện thoại phụ cho nhu cầu nghe gọi."
334864,https://www.thegioididong.com/dtdd/iphone-16e,Điện thoại iPhone 16e 128GB,iPhone (Apple),16190000.0,-4%,"• Đã bán 56,1k",26 giờ,12 MP,48 MP,Apple GPU 4 nhân,Type-C,8 GB,Super Retina XDR (1170 x 2532 Pixels),128 GB,6.1,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,3 đánh giá,NaN
327192,https://www.thegioididong.com/dtdd/oppo-reno12-5g-12gb-512gb,Điện thoại OPPO Reno12 5G 12GB/512GB,OPPO,11990000.0,-14%,"• Đã bán 56,1k",5000 mAh,32 MP,"Chính 50 MP & Phụ 8 MP, 2 MP",Mali-G615,Type-C,12 GB,Full HD+ (1080 x 2412 Pixels),512 GB,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,29 đánh giá,"Với sự hòa quyện tinh tế giữa thiết kế trẻ trung, hiện đại và khả năng AI thông minh, OPPO Reno12 512GB mang đến một hiệu năng mạnh mẽ đáng kinh ngạc. Đối với những ai yêu thích sự đổi mới và muốn trải nghiệm công nghệ tiên tiến, Reno12 chắc chắn là lựa chọn khó có thể bỏ qua."
307174,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-ultra-5g,Điện thoại Samsung Galaxy S24 Ultra 5G 12GB/256GB,Samsung,23390000.0,-22%,"• Đã bán 57,7k",5000 mAh,12 MP,"Chính 200 MP & Phụ 50 MP, 12 MP, 10 MP",Adreno 750,Type-C,12 GB,2K+ (1440 x 3120 Pixels),256 GB,6.8,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,139 đánh giá,"Samsung Galaxy S24 Ultra mẫu điện thoại cao cấp được ra mắt vào đầu năm 2024, sản phẩm tiếp tục kế thừa và cải tiến từ thế hệ trước. Điểm đặc biệt là sử dụng chip Snapdragon 8 Gen 3 for Galaxy, camera 200 MP và tích hợp nhiều tính năng AI."
322124,https://www.thegioididong.com/dtdd/oppo-reno12-pro,Điện thoại OPPO Reno12 Pro 5G 12GB/512GB,OPPO,15990000.0,-15%,• Đã bán 575,5000 mAh,50 MP,"Chính 50 MP & Phụ 50 MP, 8 MP",Mali-G615,Type-C,12 GB,Full HD+ (1080 x 2412 Pixels),512 GB,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5,5 đánh giá,"Sở hữu hiệu suất AI ấn tượng cùng các tiện ích tiện lợi cho người dùng hiện nay, OPPO Reno12 Pro mang đến vẻ ngoài đẹp mắt cùng viên pin “trâu” 5000 mAh và khả năng sạc siêu nhanh 80W, máy phục vụ người dùng sử dụng liên tục trong mọi hoạt động hằng ngày."
335792,https://www.thegioididong.com/dtdd/honor-x8c,Điện thoại HONOR X8c 8GB/256GB,HONOR,6690000.0,-4%,• Đã bán 576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,2 đánh giá,NaN
321434,https://www.thegioididong.com/dtdd/realme-note-50-64gb,Điện thoại realme Note 50 3GB/64GB,realme,2490000.0,NaN,• Đã bán 5k,5000 mAh,5 MP,Chính 13 MP & Phụ 0.08 MP,Mali-G57,Type-C,3 GB,HD+ (720 x 1600 Pixels),64 GB,6.74,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,33 đánh giá,"realme Note 50 64GB tiếp tục thu hút sự chú ý nhờ vào mức giá nổi bật và hấp dẫn của mình. Mặc dù nằm trong phân khúc giá thấp, sản phẩm này vẫn mang đến nhiều công nghệ ấn tượng, tạo nên sự đáng chú ý khi trang bị màn hình lớn 6.74 inch, pin 5000 mAh và đạt chuẩn IP54."
302197,https://www.thegioididong.com/dtdd/vivo-y100,Điện thoại vivo Y100 8GB/256GB,vivo,6690000.0,-13%,• Đã bán 6,5000 mAh,8 MP,"Chính 50 MP & Phụ 2 MP, Flicker",Adreno 610,Type-C,8 GB,Full HD+ (1080 x 2400 Pixels),256 GB,6.67,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5,17 đánh giá,"vivo Y100 mẫu điện thoại tầm trung với nhiều nâng cấp đáng giá, được vivo giới thiệu tại thị trường Việt Nam. Lần ra mắt này hãng đem đến một sản phẩm với thiết kế đẹp mắt, màn hình sắc nét và hiệu năng ổn định với nhiều tác vụ, hứa hẹn đem đến cho bạn trải nghiệm di động đỉnh cao."
333480,https://www.thegioididong.com/dtdd/honor-x9c-smart,Điện thoại HONOR X9c Smart 5G 12GB/256GB,HONOR,7790000.0,NaN,"• Đã bán 6,9k",5800 mAh,16 MP,Chính 108 MP & Phụ 5 MP,IMG BXM-8-256,Type-C,12 GB,Full HD+ (1080 x 2412 Pixels),256 GB,6.8,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,9 đánh giá,"HONOR X9c Smart 5G là sản phẩm tầm trung của HONOR, nổi bật với khả năng kháng nước ba lớp, chống trầy xước đạt chứng nhận SGS. Máy trang bị pin 5800 mAh, chip xử lý mượt mà và camera 108 MP sắc nét, mang đến sự bền bỉ và hiệu suất ấn tượng."
311354,https://www.thegioididong.com/dtdd/oppo-a58-4g,Điện thoại OPPO A58 8GB/128GB,OPPO,5390000.0,NaN,"• Đã bán 6,9k",5000 mAh,8 MP,Chính 50 MP & Phụ 2 MP,Mali-G52 MP2,Type-C,8 GB,Full HD+ (1080 x 2412 Pixels),128 GB,6.72,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,84 đánh giá,"Thị trường điện thoại di động ngày nay, OPPO A58 8GB là một trong những sản phẩm nổi bật với thiết kế vuông vức và hiện đại. Được thiết kế với mục tiêu tối ưu hóa trải nghiệm người dùng, chiếc điện thoại này mang đến một loạt tính năng ấn tượng trong một thiết kế thon gọn và nhẹ nhàng."
329959,https://www.thegioididong.com/dtdd/vivo-v40-lite-8gb-256gb,Điện thoại vivo V40 Lite 8GB/256GB,vivo,8490000.0,NaN,• Đã bán 67k,5000 mAh,32 MP,Chính 50 MP & Phụ 2 MP,Adreno 610,Type-C,8 GB,Full HD+ (1080 x 2400 Pixels),256 GB,6.67,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,21 đánh giá,"vivo V40 Lite là chiếc điện thoại mới được thiết kế dành cho những ai yêu thích sự thanh lịch nhưng vẫn đòi hỏi hiệu năng mạnh mẽ và tính năng thông minh. Với khả năng sạc siêu tốc, camera sắc nét và màn hình ấn tượng, sản phẩm hứa hẹn mang đến trải nghiệm công nghệ toàn diện, đáp ứng mọi nhu cầu của người dùng hiện đại."
325136,https://www.thegioididong.com/dtdd/vivo-v30e-12gb,Điện thoại vivo V30e 5G 12GB/256GB,vivo,8490000.0,-19%,"• Đã bán 68,6k",5500 mAh,32 MP,Chính 50 MP & Phụ 8 MP,Adreno 710,Type-C,12 GB,Full HD+ (1080 x 2400 Pixels),256 GB,6.78,Bảo hành chính hãng điện thoại 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,11 đánh giá,"vivo V30e là điểm nhấn trong thị trường smartphone với sự kết hợp hoàn hảo giữa thiết kế độc đáo, hiệu năng mạnh mẽ và camera chất lượng. Từ màu sắc hấp dẫn, màn hình ấn tượng đến pin bền bỉ, máy đáp ứng đầy đủ nhu cầu của người dùng hiện đại."
317981,https://www.thegioididong.com/dtdd/oppo-find-n3-flip-hong,Điện thoại OPPO Find N3 Flip 5G 12GB/256GB Hồng,OPPO,16490000.0,-28%,"• Đã bán 7,3k",4300 mAh,32 MP,"Chính 50 MP & Phụ 48 MP, 32 MP",Immortalis-G715 MC11,Type-C,12 GB,Chính: FHD+ (1080 x 2520 Pixels) & Phụ: SD (382 x 720 Pixels),256 GB,Chính 6.8,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,8 đánh giá,"OPPO Find N3 Flip 5G Hồng được OPPO cho ra mắt chính thức tại thị trường Việt Nam vào tháng 10/2023. Sản phẩm được hãng đầu tư mạnh mẽ về camera với độ phân giải lên đến 50 MP, cấu hình sử dụng chip Dimensity 9200 5G và thiết kế được thay đổi với bản lề gập mở tốt hơn cùng màu hồng sang trọng và nữ tính."
